date,percent_change_bit,percent_change_eth
2016-04-11,0.0021799924988104014,-0.03273712460642153
2016-04-12,0.00640736011028098,-0.1389992531723625
2016-04-13,-0.0034243365177535345,0.08090369757660576
2016-04-14,0.0012932739384234893,0.04261589489550088
2016-04-15,0.012800447792337577,-0.017223862801275414
2016-04-16,0.0019989580164132548,0.04448987010685124
2016-04-17,-0.007369276722496432,0.08125910044789819
2016-04-18,0.0027890019357359463,-0.02933687411890573
2016-04-19,0.01614126104469693,-0.03553787662667396
2016-04-20,0.013501454267428992,-0.02858217152717135
2016-04-21,0.018206117703021496,-0.04295166938829975
2016-04-22,-0.008206015200358463,-0.03467096042593554
2016-04-23,0.010196625886370603,0.06054399086571083
2016-04-24,0.018372885211030088,-0.035376405627315144
2016-04-25,0.006260976858004863,-0.055866884290199925
2016-04-26,0.010105617014595225,-0.020822467323700966
2016-04-27,-0.04591822169655291,0.0490642612767318
2016-04-28,0.00972363594039427,-0.07570132354158399
2016-04-29,0.013554230788261235,0.03970147094586407
2016-04-30,-0.014895707782496714,0.1819280058259216
2016-05-01,0.007934115717358248,0.0036896264583221594
2016-05-02,-0.015946873919432947,0.14883851496534994
2016-05-03,0.01267230044731571,-0.08382503410001108
2016-05-04,-0.007954628089030247,0.011008161560510432
2016-05-05,0.002807178430442203,0.04380079815192972
2016-05-06,0.025954478142589776,-0.04879460815556924
2016-05-07,-0.0023215385699234536,0.002553909113486297
2016-05-08,2.615586981646878e-05,0.011997221162641791
2016-05-09,0.004219836398980714,-0.01952980080701372
2016-05-10,-0.020821643056809114,0.006860746076390312
2016-05-11,0.00406526543244512,0.06780521919487703
2016-05-12,0.004501586822668102,0.006154347239359037
2016-05-13,0.001987884393882755,0.04462209170019471
2016-05-14,2.1431353198764214e-06,-0.025403085004596093
2016-05-15,0.004163098409817101,-0.027085795201387652
2016-05-16,-0.007441514332660049,0.12135189547361391
2016-05-17,-0.0008367147643265627,0.09197677608002142
2016-05-18,0.0018422870722276663,0.11147000762779968
2016-05-19,-0.034983122389776966,0.08932335098070854
2016-05-20,0.009028637197771028,-0.07678557834354716
2016-05-21,0.001156587242436613,0.0278242432156246
2016-05-22,-0.008720882191243562,0.01934356315443453
2016-05-23,0.010998742961110253,-0.057720455362601286
2016-05-24,0.004111152130561901,-0.054169323928762614
2016-05-25,0.008112479176510368,-0.016202868685464278
2016-05-26,0.008418621194288045,-0.007632135398303097
2016-05-27,0.04428913780222743,-0.09127620151234228
2016-05-28,0.11949375254117656,0.05286037702715318
2016-05-29,-0.0071824899889746385,0.038468286635537474
2016-05-30,0.014501262555236538,0.030355281211687846
2016-05-31,-0.004641682676279957,0.10624505937147855
2016-06-01,0.010414268957807948,-0.005384551130574677
2016-06-02,0.001959327249142495,-0.01881942728865993
2016-06-03,0.0580364512312217,0.007912345264813991
2016-06-04,0.006207058063578019,-0.007676876260777288
2016-06-05,0.003928573369656352,0.017073743251423856
2016-06-06,0.018365948110822705,-0.0029266711478553864
2016-06-07,-0.015268040508522596,0.041473789236205816
2016-06-08,0.008754875243001337,-0.0064980891355584935
2016-06-09,-0.012060645948779758,-0.0013247736778821961
2016-06-10,0.00494225118107372,-0.03403107134667793
2016-06-11,0.05066413930986835,0.020347123028280345
2016-06-12,0.10887435032943138,0.10936752715934994
2016-06-13,0.04695709193584663,0.11807892992601499
2016-06-14,-0.026714363056839163,0.07331265622148897
2016-06-15,0.012996653638348121,-0.028523509920470258
2016-06-16,0.1034444876069811,0.1217317287369275
2016-06-17,-0.02270495309111209,-0.2531401132221319
2016-06-18,0.009771538594757656,-0.26313015532435635
2016-06-19,0.009989085573125944,0.07973908139818708
2016-06-20,-0.034767809715171794,-0.03226194700419849
2016-06-21,-0.09572917176344398,0.12392409076527189
2016-06-22,-0.10580625586293746,-0.015901715219127643
2016-06-23,0.046737481653341684,0.04437533828050655
2016-06-24,0.0662236302995558,0.0479592288572217
2016-06-25,-0.00026458086913350165,-0.0034258707707113256
2016-06-26,-0.0537584510031085,-0.030301777861789114
2016-06-27,0.04116520224071096,0.0024331771418648618
2016-06-28,-0.012626832312067848,-0.12304177321510357
2016-06-29,-0.010990650975278071,0.03577649388166804
2016-06-30,0.05226985838745257,-0.011870413667718238
2016-07-01,0.004394598127820171,-0.02102476270067033
2016-07-02,0.04052368345860824,-0.005828126931123001
2016-07-03,-0.06400155636164562,-0.03365656385518945
2016-07-04,0.037952561221273884,-0.021262425220838543
2016-07-05,-0.01906640033610929,-0.07493680483762555
2016-07-06,0.009996584316817492,-0.007774610966131412
2016-07-07,-0.054285101786537004,-0.0398427513905355
2016-07-08,0.04052847040600782,0.12712922082540823
2016-07-09,-0.023349513882981232,-0.037658192463004836
2016-07-10,-0.0024579644941098433,-0.001632348132222683
2016-07-11,-0.0026194850435854455,-0.04463085193282479
2016-07-12,0.026081670906665577,0.005459441439890522
2016-07-13,-0.015172661582416813,-0.0014834591314173418
2016-07-14,0.0055159079658642085,0.09644303674686494
2016-07-15,0.007866851543552045,0.038078056138493466
2016-07-16,-0.0037511606484723625,-0.025000875746808426
2016-07-17,0.02828826916516869,-0.042401794735771325
2016-07-18,-0.00935003650652666,-0.011139290703284233
2016-07-19,-0.0003595338446481522,0.05298880151752661
2016-07-20,-0.010669341750207062,0.07156320892445667
2016-07-21,-0.0010109490754345307,0.01607151063927592
2016-07-22,-0.021643225766245777,0.15897934598898478
2016-07-23,0.007588176149103898,-0.024703469129542133
2016-07-24,0.008739059068229693,-0.10840783597951265
2016-07-25,-0.010869728745036777,0.0852268188217058
2016-07-26,-0.0035361549353930544,-0.13346243731649166
2016-07-27,0.003939945100722264,0.08201344553910772
2016-07-28,0.001043755362771126,-0.009959297850240967
2016-07-29,0.002987674445236399,-0.0038151872535129305
2016-07-30,-0.0029604733561579,-0.026073429630496303
2016-07-31,-0.04635692848404205,-0.046954510326024934
2016-08-01,-0.02946953200920699,-0.07867196604389826
2016-08-02,-0.09699763217344715,-0.19689257453456976
2016-08-03,0.03450440244883102,0.17145458426844562
2016-08-04,0.021071627173149254,0.07275186734477579
2016-08-05,-0.005613061413004994,-0.010631376997490727
2016-08-06,0.022146143317866906,-0.0040547787940620195
2016-08-07,0.008356874837424755,0.0028030633691100704
2016-08-08,-0.002760273197432106,0.030591325965276583
2016-08-09,-0.0055037113934993664,0.08882738024011383
2016-08-10,0.007318806479226669,-0.008256900670211786
2016-08-11,-0.005038029006446343,-0.037247189758194854
2016-08-12,-0.002649670922785896,0.007492986465148288
2016-08-13,-0.003354570741573859,-0.01759137898144969
2016-08-14,-0.02581164557109794,-0.032537328612365246
2016-08-15,-0.005667283288201208,0.0021080880265185176
2016-08-16,0.017980106868553447,-0.007015266490951522
2016-08-17,-0.007313365172209707,-0.0347316310444592
2016-08-18,0.0019224685625014448,0.0003068701304322907
2016-08-19,0.0022844691170509357,-0.000687940724494962
2016-08-20,0.010539785192048123,0.04639632098047097
2016-08-21,-0.0006687984836930561,-0.0060636333435477585
2016-08-22,0.009366820136180065,-0.005215043778745043
2016-08-23,-0.005688957275192363,-0.008119896658199344
2016-08-24,-0.0055414607323549525,0.0004896068983128998
2016-08-25,-0.004172863824260409,0.029122841735089278
2016-08-26,0.0032712742693985497,-0.005459020108745549
2016-08-27,-0.016741072603754348,-0.013031821369063001
2016-08-28,0.006956726977862093,-0.019635432283110044
2016-08-29,0.0003397861144782688,0.004986561318901739
2016-08-30,0.0059152668849560275,0.022314683700216165
2016-08-31,-0.0035168750500036428,0.039496346084350265
2016-09-01,-0.005506795171634882,0.027629216107751597
2016-09-02,0.0056508683520231084,0.009845865224776373
2016-09-03,0.03939796797275985,-0.029249529244844696
2016-09-04,0.01742191314142638,-0.0067014379932472945
2016-09-05,-0.0033582504525986323,0.003176383164140262
2016-09-06,0.00634027447757779,-0.002381133575855454
2016-09-07,0.006729669286737572,-0.012079635079314643
2016-09-08,0.019155621948398593,-0.01749241112967681
2016-09-09,-0.005516314720538151,0.027049421881311986
2016-09-10,0.0010402789625236775,0.04425548861160866
2016-09-11,-0.02692820597106127,-0.04356328808817389
2016-09-12,0.0025118495236247096,0.02193596769910111
2016-09-13,0.0016408687091293839,0.0021020013073060895
2016-09-14,0.0023685095030407943,0.0003775105793777378
2016-09-15,-0.005778752313614799,0.001157459527109328
2016-09-16,-0.00029976995520941685,0.05183883295895764
2016-09-17,-0.0016294194886373736,0.011373179921692289
2016-09-18,0.006419335480833732,-0.021057423006527687
2016-09-19,-0.0010609300716880599,0.060959529294000836
2016-09-20,-0.0015018671902981007,0.09411628000641237
2016-09-21,-0.018350821103800485,-0.045861793719045085
2016-09-22,-0.0014251270660791127,-0.03783278599025208
2016-09-23,0.010974389712895327,0.006318139328628236
2016-09-24,-0.0003599284516910828,-0.03401016147143654
2016-09-25,-0.0029852914009023124,0.01731645459381248
2016-09-26,0.012011865582587822,-0.021204620504089222
2016-09-27,-0.0030869758688286675,0.021461260397612758
2016-09-28,-0.0023722680654858497,0.013475055595143504
2016-09-29,0.0015957021614345646,-0.015171660008087895
2016-09-30,0.006673334895926697,0.011580810759609372
2016-10-01,0.006966938000768419,-0.0039395817817109435
2016-10-02,-0.005034247736243724,0.0020497261300334024
2016-10-03,0.002031401194242388,0.019144362764559553
2016-10-04,-0.003151302293994518,-0.013038549074342431
2016-10-05,0.003780714176687905,-0.018174329676947543
2016-10-06,0.0008326540699006291,-0.01391565479706447
2016-10-07,0.0066881487127896655,-0.014563188910511338
2016-10-08,0.003219789316688537,-0.035367207639995346
2016-10-09,-0.003805405746458379,-0.013536148440740692
2016-10-10,0.003635179688199708,-0.024739341135027182
2016-10-11,0.03566755456092818,0.00256901067493831
2016-10-12,-0.007612256843642973,0.01254065923182024
2016-10-13,0.0009336711639325035,0.002472033092781656
2016-10-14,0.005640795997202019,-0.002073083673100884
2016-10-15,-0.002704644216381835,0.003786194561319567
2016-10-16,0.004673927919097709,-0.00265369337295307
2016-10-17,-0.0037996735690011274,0.00446802430961446
2016-10-18,-0.0019289497923044019,0.048604739932103014
2016-10-19,-0.011662176602227792,-0.04495371552679672
2016-10-20,0.0005344399657709609,0.0063546821865669845
2016-10-21,0.0031243345442188986,0.006314555195152671
2016-10-22,0.0386613792447601,-0.008533597058377529
2016-10-23,-0.0003393039625855243,-0.002940775650908556
2016-10-24,-0.005037503770162544,-0.005566665644533231
2016-10-25,0.005853861651613945,-0.04636981464982104
2016-10-26,0.031503012551975074,0.010338184255499927
2016-10-27,0.01475587926682298,-0.002800901541475831
2016-10-28,0.0019439015652655822,-0.03605306515200435
2016-10-29,0.03600082200204224,-0.05778026888468857
2016-10-30,-0.01765620846155791,0.07067768801502772
2016-10-31,-0.0012709425062655821,-0.016507482166151055
2016-11-01,0.04111582993933238,-0.021103496750776718
