,index,Symbol,High,Low,Close,datetime,previousClose,percent_change,price_index
0,1078,BTC,422.739013671875,420.5329895019531,422.4830017089844,2016-04-11 23:59:59,421.5639953613281,0.0021799924988104014,1.0
1,1079,BTC,427.2770080566406,422.8429870605469,425.1900024414063,2016-04-12 23:59:59,422.4830017089844,0.00640736011028098,1.006407360110281
2,1080,BTC,426.6579895019531,422.9159851074219,423.7340087890625,2016-04-13 23:59:59,425.1900024414063,-0.0034243365177535345,1.0029610826353195
3,1081,BTC,425.3710021972656,423.01300048828125,424.2820129394531,2016-04-14 23:59:59,423.7340087890625,0.0012932739384234893,1.0042581860647448
4,1082,BTC,429.9280090332031,424.427001953125,429.7130126953125,2016-04-15 23:59:59,424.2820129394531,0.012800447792337577,1.0171131405454943
5,1083,BTC,432.625,428.9840087890625,430.5719909667969,2016-04-16 23:59:59,429.7130126953125,0.0019989580164132548,1.0191463070113869
6,1084,BTC,431.3710021972656,426.0790100097656,427.3989868164063,2016-04-17 23:59:59,430.5719909667969,-0.007369276722496432,1.0116359358543097
7,1085,BTC,429.2739868164063,427.08599853515625,428.5910034179688,2016-04-18 23:59:59,427.3989868164063,0.0027890019357359463,1.0144573904376673
8,1086,BTC,436.0199890136719,428.10400390625,435.5090026855469,2016-04-19 23:59:59,428.5910034179688,0.01614126104469693,1.0308320119954437
9,1087,BTC,443.0539855957031,434.406005859375,441.3890075683594,2016-04-20 23:59:59,435.5090026855469,0.013501454267428992,1.0447497432628021
10,1088,BTC,450.5480041503906,440.9519958496094,449.4249877929688,2016-04-21 23:59:59,441.3890075683594,0.018206117703021496,1.0637705800588462
11,1089,BTC,449.80999755859375,444.1499938964844,445.7369995117188,2016-04-22 23:59:59,449.4249877929688,-0.008206015200358463,1.0550412625091892
12,1090,BTC,450.2820129394531,444.33099365234375,450.2820129394531,2016-04-23 23:59:59,445.7369995117188,0.010196625886370603,1.0657991235576794
13,1091,BTC,460.14599609375,448.9280090332031,458.55499267578125,2016-04-24 23:59:59,450.2820129394531,0.018372885211030088,1.085380928512821
14,1092,BTC,466.6199951171875,453.5920104980469,461.4259948730469,2016-04-25 23:59:59,458.55499267578125,0.006260976858004863,1.0921764733883597
15,1093,BTC,467.9649963378906,461.6210021972656,466.0889892578125,2016-04-26 23:59:59,461.4259948730469,0.010105617014595225,1.1032135905407738
16,1094,BTC,467.0790100097656,444.1340026855469,444.68701171875,2016-04-27 23:59:59,466.0889892578125,-0.04591822169655291,1.0525559843116723
17,1095,BTC,449.5509948730469,436.6499938964844,449.010986328125,2016-04-28 23:59:59,444.68701171875,0.00972363594039427,1.0627906555100024
18,1096,BTC,455.3840026855469,446.0169982910156,455.09698486328125,2016-04-29 23:59:59,449.010986328125,0.013554230788261235,1.0771959653343925
19,1097,BTC,455.5870056152344,447.6969909667969,448.3179931640625,2016-04-30 23:59:59,455.09698486328125,-0.014895707782496714,1.061150369010287
20,1098,BTC,452.47900390625,447.927001953125,451.875,2016-05-01 23:59:59,448.3179931640625,0.007934115717358248,1.069569658831532
21,1099,BTC,452.4450073242188,441.7760009765625,444.66900634765625,2016-05-02 23:59:59,451.875,-0.015946873919432947,1.0525133663340946
22,1100,BTC,451.09698486328125,442.61700439453125,450.3039855957031,2016-05-03 23:59:59,444.66900634765625,0.01267230044731571,1.0658511319370962
23,1101,BTC,450.37799072265625,445.6300048828125,446.72198486328125,2016-05-04 23:59:59,450.3039855957031,-0.007954628089030247,1.0573726825842646
24,1102,BTC,448.5060119628906,445.8829956054688,447.97601318359375,2016-05-05 23:59:59,446.72198486328125,0.002807178430442203,1.0603409163717539
25,1103,BTC,461.375,447.0679931640625,459.6029968261719,2016-05-06 23:59:59,447.97601318359375,0.025954478142589776,1.0878615115094183
26,1104,BTC,460.6749877929688,457.3240051269531,458.5360107421875,2016-05-07 23:59:59,459.6029968261719,-0.0023215385699234536,1.085335999051714
27,1105,BTC,459.4169921875,455.9830017089844,458.5480041503906,2016-05-08 23:59:59,458.5360107421875,2.615586981646878e-05,1.085364386958812
28,1106,BTC,462.4809875488281,456.531005859375,460.4830017089844,2016-05-09 23:59:59,458.5480041503906,0.004219836398980714,1.0899444471050583
29,1107,BTC,461.9289855957031,448.9540100097656,450.8949890136719,2016-05-10 23:59:59,460.4830017089844,-0.020821643056809114,1.0672500128756857
30,1108,BTC,454.57598876953125,450.864013671875,452.7279968261719,2016-05-11 23:59:59,450.8949890136719,0.00406526543244512,1.0715886674608057
31,1109,BTC,454.9490051269531,449.25,454.7659912109375,2016-05-12 23:59:59,452.7279968261719,0.004501586822668102,1.0764125168855678
32,1110,BTC,457.05499267578125,453.4530029296875,455.6700134277344,2016-05-13 23:59:59,454.7659912109375,0.001987884393882755,1.0785523005292648
33,1111,BTC,456.83599853515625,454.7860107421875,455.6709899902344,2016-05-14 23:59:59,455.6700134277344,2.1431353198764214e-06,1.0785546120127945
34,1112,BTC,458.6919860839844,455.4590148925781,457.5679931640625,2016-05-15 23:59:59,455.6709899902344,0.004163098409817101,1.0830447410029658
35,1113,BTC,458.20001220703125,452.9450073242188,454.1629943847656,2016-05-16 23:59:59,457.5679931640625,-0.007441514332660049,1.07498524803988
36,1114,BTC,455.0719909667969,453.6050109863281,453.7829895019531,2016-05-17 23:59:59,454.1629943847656,-0.0008367147643265627,1.0740857920114117
37,1115,BTC,455.99798583984375,453.2990112304688,454.6189880371094,2016-05-18 23:59:59,453.7829895019531,0.0018422870722276663,1.0760645663804977
38,1116,BTC,454.6329956054688,438.7149963378906,438.7149963378906,2016-05-19 23:59:59,454.6189880371094,-0.034983122389776966,1.0384204679555065
39,1117,BTC,444.0539855957031,437.3890075683594,442.6759948730469,2016-05-20 23:59:59,438.7149963378906,0.009028637197771028,1.0477959896194164
40,1118,BTC,443.7780151367188,441.70599365234375,443.18798828125,2016-05-21 23:59:59,442.6759948730469,0.001156587242436613,1.0490078570936865
41,1119,BTC,443.427001953125,439.0350036621094,439.322998046875,2016-05-22 23:59:59,443.18798828125,-0.008720882191243562,1.0398595831542836
42,1120,BTC,444.3450012207031,438.822998046875,444.1549987792969,2016-05-23 23:59:59,439.322998046875,0.010998742961110253,1.0512967314250448
43,1121,BTC,447.1000061035156,443.92999267578125,445.9809875488281,2016-05-24 23:59:59,444.1549987792969,0.004111152130561901,1.0556187722222956
44,1122,BTC,450.2980041503906,446.06201171875,449.5989990234375,2016-05-25 23:59:59,445.9809875488281,0.008112479176510368,1.0641824575302825
45,1123,BTC,453.6440124511719,447.89599609375,453.3840026855469,2016-05-26 23:59:59,449.5989990234375,0.008418621194288045,1.0731414065218363
46,1124,BTC,478.1489868164063,453.52099609375,473.4639892578125,2016-05-27 23:59:59,453.3840026855469,0.04428913780222743,1.1206699141565581
47,1125,BTC,533.4730224609375,472.6990051269531,530.0399780273439,2016-05-28 23:59:59,473.4639892578125,0.11949375254117656,1.2545829675591236
48,1126,BTC,553.9600219726561,512.1790161132811,526.2329711914061,2016-05-29 23:59:59,530.0399780273439,-0.0071824899889746385,1.245571937954292
49,1127,BTC,544.3489990234375,522.9630126953125,533.864013671875,2016-05-30 23:59:59,526.2329711914061,0.014501262555236538,1.2636343036580022
50,1128,BTC,546.6179809570311,520.6619873046875,531.385986328125,2016-05-31 23:59:59,533.864013671875,-0.004641682676279957,1.2577689142015598
51,1129,BTC,543.0800170898439,525.635986328125,536.9199829101561,2016-06-01 23:59:59,531.385986328125,0.010414268957807948,1.270867657960825
52,1130,BTC,540.3519897460939,533.0780029296875,537.9719848632811,2016-06-02 23:59:59,536.9199829101561,0.001959327249142495,1.2733577035931214
