date,price_index_bit,price_index_ether
2016-08-02,1.295827346049238,1.0166003377660113
2016-08-03,1.3405390943015214,1.1909011260448443
2016-08-04,1.368786434307674,1.277541406787603
2016-08-05,1.361103351990617,1.2639593824621393
2016-08-06,1.3912465418942304,1.258834306761576
2016-08-07,1.4028730151128406,1.2623628990946383
2016-08-08,1.3990007023298237,1.300980254027314
2016-08-09,1.3913010062248974,1.4165429217366783
2016-08-10,1.4014836690438108,1.404846667536807
2016-08-11,1.3944229536671071,1.3525200771298957
2016-08-12,1.3907281917127103,1.3626544917616714
2016-08-13,1.386062895611309,1.338683520176317
2016-08-14,1.3502863314105402,1.2951263345723825
2016-08-15,1.3426338762502508,1.2978565748911233
2016-08-16,1.3667745768305704,1.2887517651512284
2016-08-17,1.356778855242116,1.2439913143361006
2016-08-18,1.3593872199375856,1.2443730581129875
2016-08-19,1.3624926980596468,1.2435170032098473
2016-08-20,1.3768530784229296,1.3012116172354447
2016-08-21,1.3759322411718125,1.293321547086164
2016-08-22,1.38882035099444,1.2865768185981155
2016-08-23,1.380919411354715,1.276129947788264
2016-08-24,1.3732671006621462,1.2767547498138447
2016-08-25,1.367536644056746,1.313937476327197
2016-08-26,1.3720102314929086,1.3067646652222924
2016-08-27,1.349041308594392,1.2897351415337122
2016-08-28,1.358426220660141,1.2644106344989794
2016-08-29,1.3588877950274645,1.2707156956601802
2016-08-30,1.3669259790017614,1.299071314481737
2016-08-31,1.3621186711310083,1.3503798847067596
2016-09-01,1.3546177626096303,1.3876898223688834
2016-09-02,1.3622725292534494,1.4013528293337214
2016-09-03,1.4159432987311473,1.360363918769779
2016-09-04,1.4406117398948262,1.3512475243198923
2016-09-05,1.4357738048673052,1.3555396042067283
2016-09-06,1.4448770048778803,1.3523118833417498
2016-09-07,1.4546005492807206,1.3359764492775608
2016-09-08,1.482464327488675,1.3126069999672318
2016-09-09,1.4742865876962765,1.3481122604737088
2016-09-10,1.4758202570181878,1.407773627264273
2016-09-11,1.4360790651609374,1.3464463791768257
2016-09-12,1.4396862796766494,1.3759819834590203
2016-09-13,1.4420486158439338,1.3788742993870808
2016-09-14,1.445464121694407,1.3793948390227315
2016-09-15,1.4371111425569183,1.380991432720804
2016-09-16,1.436680339814083,1.4525804169193695
2016-09-17,1.4343393848694477,1.46910087535172
2016-09-18,1.4435468905742974,1.4381653967801789
2016-09-19,1.4420153882681954,1.5258352824148185
2016-09-20,1.4398496726686503,1.6694412230982347
2016-09-21,1.4134272489091424,1.5928776540984333
2016-09-22,1.4114129354807883,1.5326146547022723
2016-09-23,1.426902331080576,1.5422979276277788
2016-09-24,1.4263887483338358,1.4898441260720963
2016-09-25,1.422130562269091,1.5156429442330817
2016-09-26,1.4392130034239572,1.4835043107809187
2016-09-27,1.434770187612283,1.5153421830955691
2016-09-28,1.4313665281148993,1.535761503258448
2016-09-29,1.4336505627776173,1.5124614518775008
2016-09-30,1.443217793106766,1.529976981732898
2016-10-01,1.4532726019929467,1.5239495122892261
2016-10-02,1.4459564676862187,1.527073191425417
2016-10-03,1.4488937853814992,1.5563080345700988
2016-10-04,1.444327883071872,1.536016035886563
2016-10-05,1.4497884739751876,1.5080999740612826
2016-10-06,1.450995646248538,1.487113775422784
2016-10-07,1.4607001209122588,1.4654566565798783
2016-10-08,1.465403267556458,1.4136275467192043
2016-10-09,1.4598268135412196,1.3944924744068932
2016-10-10,1.4651335463220938,1.3599936493723128
2016-10-11,1.5173912770245832,1.3634874875753986
2016-10-12,1.5058405048915686,1.3805865195239324
2016-10-13,1.5072464647484676,1.3839993750876438
2016-10-14,1.5157485345736177,1.381130228579568
2016-10-15,1.5116489740660939,1.3863594563394899
2016-10-16,1.5187143124098565,1.382680483437671
2016-10-17,1.5129436937781293,1.3888583334501
2016-10-18,1.5100253013542477,1.4563634315499758
2016-10-19,1.4924151196160222,1.3908944841444488
2016-10-20,1.493212725901466,1.399733176546236
2016-10-21,1.4978780220028673,1.4085718689480233
2016-10-22,1.5557880522739111,1.3965516841906551
2016-10-23,1.5552601672228312,1.392444739002552
2016-10-24,1.5474255382668627,1.3846934647120355
2016-10-25,1.556483953284051,1.32048548540652
2016-10-26,1.6055178868013062,1.3341369076613658
2016-10-27,1.6292087148996712,1.3304001215401573
2016-10-28,1.6323757362707088,1.2824351192800356
2016-10-29,1.6911426045926432,1.2083356732608674
2016-10-30,1.6612834382277335,1.2937380449930276
2016-10-31,1.659172042491135,1.2723816872876341
2016-11-01,1.7273902780302952,1.2455299844842118
2016-11-02,1.75351191999551,1.2439681449161162
2016-11-03,1.6301247847160085,1.249567531742933
2016-11-04,1.6645284721678963,1.2830829803950299
2016-11-05,1.6649617308619817,1.2728790575033009
2016-11-06,1.6841434324649163,1.2579550824384513
2016-11-07,1.6642822991719906,1.250469925486042
2016-11-08,1.6801812607596849,1.2533506567041104
2016-11-09,1.7119576582447043,1.2327347274630776
2016-11-10,1.6936397291432495,1.217579278859526
2016-11-11,1.69571558582058,1.1904383996285832
2016-11-12,1.6688340436449987,1.142781109331969
2016-11-13,1.6616787019113006,1.168642374596342
2016-11-14,1.6687558866081529,1.1530219929651022
2016-11-15,1.6843731361406735,1.1820624336430572
2016-11-16,1.7614862492373007,1.1637371877244882
2016-11-17,1.7538622542179698,1.1558795547631862
2016-11-18,1.7789710329940436,1.0962968536699975
2016-11-19,1.7790444225961095,1.117884574583521
2016-11-20,1.7303086704541768,1.1082267880199976
2016-11-21,1.7497697726287555,1.1130325670470609
2016-11-22,1.7784076088836958,1.1459926116029586
2016-11-23,1.7624235558085668,1.1388083261186333
2016-11-24,1.7522338140713438,1.0680118464141075
2016-11-25,1.7554528438217982,1.0877230649700325
2016-11-26,1.740619187205823,1.0791689151117687
2016-11-27,1.732696866343449,1.041032932461913
2016-11-28,1.741639273780994,1.0093743473257137
2016-11-29,1.7411446163056528,0.9456638485664363
2016-11-30,1.765020074150947,0.9934923719097924
2016-12-01,1.7912531007287458,0.9778696733365543
2016-12-02,1.8413615851518388,0.897749708699709
2016-12-03,1.8252924405892752,0.9164197376537608
2016-12-04,1.8317234211718745,0.8611592366933882
2016-12-05,1.7958119241200634,0.7891977764859294
2016-12-06,1.80888697517315,0.9103564107743981
2016-12-07,1.8181370988555772,0.9696533556877782
2016-12-08,1.8244757645647118,0.9521875849200616
2016-12-09,1.8291718322906014,0.9771187634679149
2016-12-10,1.8335649512063885,0.9399996976942345
2016-12-11,1.8219218641999093,0.9479197777589236
2016-12-12,1.8464339912898966,0.9859343967802892
2016-12-13,1.8475442257227233,0.9744393855425688
2016-12-14,1.849733634028447,0.956204390031368
2016-12-15,1.8417025289724596,0.9056756362846798
2016-12-16,1.8578427516535594,0.9091162399870869
2016-12-17,1.871859876712692,0.9112425859235181
2016-12-18,1.871152273817183,0.9099388095618212
2016-12-19,1.876321617795765,0.8843134310590047
2016-12-20,1.8956407082009918,0.8861899334166033
2016-12-21,1.974709047428247,0.9156168620860134
2016-12-22,2.046330797997071,0.8775085724095678
2016-12-23,2.1822984713220377,0.8290518267929186
2016-12-24,2.1274749939016564,0.8405768479460475
2016-12-25,2.1212284985982657,0.8300849070977973
2016-12-26,2.1482757452493773,0.841539371850545
2016-12-27,2.2088415256282485,0.8295921156008421
2016-12-28,2.3099651738889326,0.870001459673459
2016-12-29,2.3042276383652234,0.9583943415421853
2016-12-30,2.275211007746865,0.9440279771849618
2016-12-31,2.2811402519358133,0.9219450926671985
2017-01-01,2.362994506687158,0.9454845613879851
2017-01-02,2.418440495515614,0.96930978628858
2017-01-03,2.4707265418913407,1.125114095602102
2017-01-04,2.7331986749709603,1.3016975130716903
2017-01-05,2.3986290591185746,1.18633145444048
2017-01-06,2.1354728713819053,1.1863660982398854
2017-01-07,2.150583617085995,1.141535146189662
2017-01-08,2.156770736156218,1.190426814918591
2017-01-09,2.1369569882756503,1.1945685142366709
2017-01-10,2.1484391382413786,1.2204830691670074
2017-01-11,1.8409190805236348,1.1242475592946832
2017-01-12,1.9050091509465923,1.140857164828688
2017-01-13,1.950336476156361,1.1302333237823838
2017-01-14,1.9371477290071608,1.1160219738779136
2017-01-15,1.945162220275279,1.1458236954982148
2017-01-16,1.9682069887271114,1.114846622301273
2017-01-17,2.149052114779893,1.191873028047907
2017-01-18,2.09858852869956,1.1832541141442579
2017-01-19,2.128069045168772,1.2028519128728306
2017-01-20,2.118489968486534,1.226383327461908
2017-01-21,2.181836896954714,1.2620851970465388
2017-01-22,2.1886631412208803,1.2382531316505199
2017-01-23,2.1799978228714507,1.2518582150653967
2017-01-24,2.112953676497623,1.2300737747431478
2017-01-25,2.133913053402565,1.2229010739688146
2017-01-26,2.1718885607786174,1.2250528511019432
2017-01-27,2.1770106638125624,1.2190601357882471
2017-01-28,2.181365932185552,1.2222646872332414
2017-01-29,2.176409389159417,1.212893870485811
2017-01-30,2.1785066270593965,1.2229820566081888
2017-01-31,2.2969042806724653,1.2410643546086348
2017-02-01,2.3409770481965264,1.2415964789542782
2017-02-02,2.3948892232353503,1.2519276129947787
2017-02-03,2.4377549629537816,1.2858363901337548
2017-02-04,2.4685017389940693,1.3227415249295789
2017-02-05,2.4316717161746704,1.3134284110709666
2017-02-06,2.457258683105937,1.3176395083184287
2017-02-07,2.512172019448534,1.3322049090263757
2017-02-08,2.516243119815098,1.3224754075914715
2017-02-09,2.3536639144843554,1.2763150824869967
2017-02-10,2.340150981770124,1.3048558360072866
2017-02-11,2.377492131385013,1.3130234978740953
2017-02-12,2.3650206664686015,1.3187733756002398
2017-02-13,2.344809198953216,1.3037683075654447
2017-02-14,2.377728769511359,1.506885234470669
2017-02-15,2.384663942438859,1.4946799150145673
2017-02-16,2.431908354301017,1.4928288990189515
2017-02-17,2.476336223482318,1.4665441850217202
2017-02-18,2.4957691544513785,1.4820118691422053
2017-02-19,2.480265456547252,1.4760307385385014
2017-02-20,2.5562684796787734,1.438038185631407
2017-02-21,2.6398696381076374,1.4656070371486343
2017-02-22,2.644934676391945,1.4576591537799641
2017-02-23,2.761578491876905,1.5177832469867893
2017-02-24,2.778052723928037,1.5119755560412556
2017-02-25,2.707422455325705,1.567448995004342
2017-02-26,2.7579806677630323,1.6798186959787045
2017-02-27,2.7929407004069584,1.7812208761769928
2017-02-28,2.7929407004069584,1.8298916631020699
2017-03-01,2.8936075417350993,2.007186712756895
2017-03-02,2.961089569770072,2.2016035224579533
2017-03-03,3.0178492035819615,2.2512114572561166
2017-03-04,2.9708888152585073,2.15402037430529
2017-03-05,2.9992212467520947,2.233082820415701
2017-03-06,3.0127364909498557,2.268183167725307
2017-03-07,2.8960692716941576,2.185221859884367
2017-03-08,2.7220030044951855,1.9263887667590756
2017-03-09,2.8131072384612366,2.0540410171551904
2017-03-10,2.643230535159723,2.236553599529374
2017-03-11,2.783141454918523,2.4841532752016264
2017-03-12,2.890956559062052,2.711507291030312
2017-03-13,2.915904400797375,3.307912213494952
2017-03-14,2.935029326586113,3.31505038080045
2017-03-15,2.9577757691949023,4.055616758375276
2017-03-16,2.8114978680537304,5.361744926531424
2017-03-17,2.6041994021492316,5.417530711342017
2017-03-18,2.304987394107869,3.9519929617921923
2017-03-19,2.4539211898245896,5.175981784863992
2017-03-20,2.4953192819694245,5.019811950367573
2017-03-21,2.652272480856763,4.991456110884872
2017-03-22,2.4832715408775394,4.89855688715974
2017-03-23,2.4583000064360365,5.053153407708643
2017-03-24,2.2190715738595195,6.144005889004577
2017-03-25,2.302528120100061,5.92911194592125
2017-03-26,2.288198511361267,5.844843220809758
2017-03-27,2.4752949001522184,5.745963197472634
2017-03-28,2.4785613153150297,5.8741474618838225
2017-03-29,2.4615664215988486,6.146157776468277
2017-03-30,2.4295179913959366,6.039688333788814
2017-03-31,2.5368832230575107,5.788814708742186
2017-04-01,2.5574993446583023,5.865424726912528
2017-04-02,2.6087914531162872,5.639736482050154
2017-04-03,2.70735166614261,5.131591382785187
2017-04-04,2.6823564389949293,5.164620825270467
2017-04-05,2.662308364471545,5.241219369061388
2017-04-06,2.79935535613713,5.00267805395849
2017-04-07,2.7856742629961175,4.877790908341665
2017-04-08,2.7834254784572265,5.125887733568441
2017-04-09,2.8116397353553615,5.0055585645154155
2017-04-10,2.8098882087107824,5.025017788046367
2017-04-11,2.8522094495902643,5.021778482471396
2017-04-12,2.841226724534657,5.354977249284534
2017-04-13,2.7676380459498366,5.809881669358917
2017-04-14,2.763519560170914,5.503847171857849
2017-04-15,2.775306970430275,5.68055217361707
2017-04-16,2.799970499691453,5.636242533516497
2017-04-17,2.825936260986138,5.588358624226321
2017-04-18,2.8679734783269164,5.866350179745051
2017-04-19,2.8647070631641047,5.588439827526838
2017-04-20,2.9091820288223214,5.746576194127082
2017-04-21,2.892542525698821,5.579080264497685
2017-04-22,2.915407142903063,5.617096207485907
2017-04-23,2.8574166441116438,5.609726566641706
2017-04-24,2.959054019586789,5.78814389886835
2017-04-25,2.995363091805697,5.771912506532949
2017-04-26,3.032263903808191,6.099210794390044
2017-04-27,3.1190130138689733,7.192180740011414
2017-04-28,3.116054314951044,8.116717387469162
2017-04-29,3.12862300664342,7.910522789276001
2017-04-30,3.190400582262701,9.141962015170233
2017-05-01,3.3648690475958296,8.826798766195287
2017-05-02,3.4387654424255323,8.938648368856283
2017-05-03,3.5269820555921902,9.222597775228161
2017-05-04,3.639602156122943,11.219777063840908
2017-05-05,3.6816864699406375,10.920961274962428
2017-05-06,3.7369551968759143,11.316042693959213
2017-05-07,3.7793472269384916,10.875703674592778
2017-05-08,4.079098966384023,10.576425379959181
2017-05-09,4.154865351389198,10.546635243048868
2017-05-10,4.230063689316966,10.357134984268516
2017-05-11,4.375489519842027,10.398181487390705
2017-05-12,4.081205594685842,10.25654263046397
2017-05-13,4.272148292070102,10.508746842201132
2017-05-14,4.281616128607476,10.50308909050207
2017-05-15,4.114792895048607,10.691478982412313
2017-05-16,4.105372154988149,10.347081662606685
2017-05-17,4.35305079347812,10.395948396626489
2017-05-18,4.470357426865203,11.211089193330164
2017-05-19,4.704828248466854,14.984976396429218
2017-05-20,4.934470669910545,14.637213552874988
2017-05-21,4.83143686944806,18.271729412949785
2017-05-22,5.144348751434113,20.160253389603398
2017-05-23,5.492339129594986,21.050024432705026
2017-05-24,5.7839957647843026,21.986420292616536
2017-05-25,5.455793419249732,20.181655755157045
2017-05-26,5.213037951742436,18.557021321713908
2017-05-27,4.825921958681798,18.251020806028816
2017-05-28,5.102690617392194,19.726415930145745
2017-05-29,5.338936947280045,22.549019707356987
2017-05-30,5.1492485186460515,26.829780560216715
2017-05-31,5.411838826321123,26.68609485053021
2017-06-01,5.699353283025339,25.71082732371906
2017-06-02,5.890296269345041,25.888526624587325
2017-06-03,5.953730889719626,25.958057833299552
2017-06-04,5.945351761924709,28.38245651237782
2017-06-05,6.359569610434845,28.744797996308563
2017-06-06,6.777077277878532,30.596069076205435
2017-06-07,6.4669108604548,29.856232866351842
2017-06-08,6.640788163875225,30.27213498813009
2017-06-09,6.683843011839924,32.59415042756958
2017-06-10,6.9771090174367485,39.06480718463854
2017-06-11,7.001725739156451,39.405052544382954
2017-06-12,6.29523524509635,46.448372629589045
2017-06-13,6.431075353424026,45.99104976339057
2017-06-14,5.932475642922891,41.5388387332241
2017-06-15,5.833560328239329,41.8720264669801
2017-06-16,5.961328736081528,42.83155644109324
2017-06-17,6.286359148342561,43.894401727511955
2017-06-18,6.031698384915894,42.97397290788688
2017-06-19,6.129477605444642,42.811774610971646
2017-06-20,6.442365794724515,41.53328513358439
2017-06-21,6.3649900393118335,38.97271911127401
2017-06-22,6.403594703611108,38.91475760759631
2017-06-23,6.497089589417682,39.53578279705872
2017-06-24,6.174733563600433,37.44838840686075
2017-06-25,6.129027444027246,35.08275620330879
2017-06-26,5.866389750939817,31.547732921903282
2017-06-27,6.041544726881246,33.907349020060416
2017-06-28,6.094422801976001,37.93787131064223
2017-06-29,6.0104668308253375,35.040530487039966
2017-06-30,5.872047106878592,34.1188271286546
2017-07-01,5.7624804760904835,31.76858824641803
2017-07-02,5.932711992113796,33.317212859999
2017-07-03,6.069025376694164,32.728467747781224
2017-07-04,6.157975308010598,31.61842216029244
2017-07-05,6.158803974855971,31.0944596289958
2017-07-06,6.174355058172456,31.299812184268383
2017-07-07,5.961565085272433,28.45869581982841
2017-07-08,6.086256908536692,29.11882392906804
2017-07-09,5.961044423607383,28.012826149581112
2017-07-10,5.615752702467357,24.914648380330664
2017-07-11,5.533453487136558,22.837667430779426
2017-07-12,5.677956457862414,26.698241805114066
2017-07-13,5.581052711720514,24.26400870022754
2017-07-14,5.286224721128542,23.098894917964255
2017-07-15,4.731219900601874,19.743074963775715
2017-07-16,4.567804949507448,18.205324531307458
2017-07-17,5.2745551965291915,22.37722000280019
2017-07-18,5.488693920068755,27.11669300441289
2017-07-19,5.381115742987014,23.103638249887933
2017-07-20,6.669144288074992,26.29228532236
2017-07-21,6.314478923351423,25.25570224250196
2017-07-22,6.651439479979771,26.548075718988475
2017-07-23,6.46274498926352,26.14026921321394
2017-07-24,6.520641295101107,25.996812991115853
2017-07-25,6.09842282422403,23.91427844192491
2017-07-26,5.987104666791343,23.595320703939937
2017-07-27,6.323994145301155,23.637546420208764
2017-07-28,6.648811901077462,22.34239790919154
2017-07-29,6.45339561625704,23.807727354622642
2017-07-30,6.526132224225749,22.904072312421754
2017-07-31,6.8058124853771576,23.585834040092582
2017-08-01,6.434010359635777,26.234902833520767
2017-08-02,6.416044931772591,25.446244021875906
2017-08-03,6.638681246637965,26.069812992991473
2017-08-04,6.854453033291214,25.807312732335497
2017-08-05,7.69950482966425,29.675290729330307
2017-08-06,7.607264501543384,30.260681792178914
2017-08-07,7.997812758710086,31.141430442477446
2017-08-08,8.094858083218174,34.33320384201942
2017-08-09,7.911489828425078,34.24736136163813
2017-08-10,8.003351651117967,34.231742083312604
2017-08-11,8.6408686323956,35.732474402479966
2017-08-12,9.194949726316738,35.9334278572115
2017-08-13,9.641239986671408,34.48302040089496
2017-08-14,10.237405683345681,34.71821693439667
2017-08-15,9.898457828752731,33.52904049584324
2017-08-16,10.35930407876438,34.969265764390606
2017-08-17,10.252933073955989,34.87555715559402
2017-08-18,9.848017790910857,34.1968034806206
2017-08-19,9.926316983993626,34.4143012251879
2017-08-20,9.675323967057604,34.87220310622484
2017-08-21,9.47195502315348,37.20485970861034
2017-08-22,9.70576331578845,36.41747367043663
2017-08-23,9.826478231639976,36.733771117685095
2017-08-24,10.260010836523723,37.66993219414076
2017-08-25,10.347398782845007,38.39924375013171
2017-08-26,10.301952705168903,38.62680364280654
2017-08-27,10.374097573354026,40.24773803020873
2017-08-28,10.37357748955986,40.2308477437012
2017-08-29,10.838353261571882,42.882460318782535
2017-08-30,10.805878073722312,43.78692386341031
2017-08-31,11.132732246488224,44.314123934992786
2017-09-01,11.57918720004438,44.85775178732767
2017-09-02,10.837761521788297,40.373956203838375
2017-09-03,10.847678941872184,40.20042122005532
2017-09-04,10.027172789100314,34.14832864079025
2017-09-05,10.359067151702591,36.209579098800035
2017-09-06,10.881195453051856,38.67956107409459
2017-09-07,10.887727705506597,38.11152280350864
2017-09-08,10.009278439355665,34.30173579777995
2017-09-09,10.002911457973292,34.059711125878245
2017-09-10,9.758830354661754,33.40513838156747
2017-09-11,9.849556083199827,34.074405392693535
2017-09-12,9.77745860042706,33.71946576613383
2017-09-13,9.189932073444789,32.05908422757181
2017-09-14,7.467637605323289,24.747014758148214
2017-09-15,8.609861236587346,28.976177974685978
2017-09-16,8.580321632820407,28.520127881958643
2017-09-17,8.480530265879116,29.124838269173715
2017-09-18,9.622162157359586,33.95466583021383
2017-09-19,9.290243524180248,32.717590036090236
2017-09-20,9.245223915215362,32.826109420785464
2017-09-21,8.59452338762647,29.915115850961485
2017-09-22,8.593718413487275,30.578020760020962
2017-09-23,8.976455589936466,33.106772741420116
2017-09-24,8.717131986359647,32.68045541370599
2017-09-25,9.29284741037638,33.81988600424707
2017-09-26,9.213033617710819,33.25369775668159
2017-09-27,9.942814041944613,35.45516513121449
2017-09-28,9.881415260688751,34.6092385745246
2017-09-29,9.85381614734494,33.71981529338388
2017-09-30,10.26954917330875,34.87648216710426
2017-10-01,10.423473173030505,34.977364910972604
2017-10-02,10.436679834177061,34.41488024002636
2017-10-03,10.219298677116306,33.835042776817474
2017-10-04,10.010721960819922,33.857599641469776
2017-10-05,10.245169956521718,34.22838803394342
2017-10-06,10.345528792669535,35.70054385248538
2017-10-07,10.478268045842208,35.99393137725321
2017-10-08,10.912817703478993,35.70285638126097
2017-10-09,11.295176374500205,34.40527706709566
2017-10-10,11.318775465595987,34.69195649312514
2017-10-11,11.424080876497218,35.10682062488809
2017-10-12,12.892613748285077,35.18548897019762
2017-10-13,13.366715200597403,39.19079234010149
2017-10-14,13.803608702533234,39.29155857488649
2017-10-15,13.440043548349697,38.94067205219607
2017-10-16,13.552237180169234,38.569191666378885
2017-10-17,13.268012542398568,36.68321323666757
2017-10-18,13.23293462409463,36.36356174004992
2017-10-19,13.511833603813024,35.64269885789103
2017-10-20,14.228856950446778,35.17045223728884
2017-10-21,14.27655094585545,34.72863214033254
2017-10-22,14.221684417054329,34.18014621227977
2017-10-23,14.036824677513737,33.197243809930875
2017-10-24,13.081331353836626,34.51356343362419
2017-10-25,13.611908127486696,34.46693861681431
2017-10-26,13.976491490165035,34.30520635623248
2017-10-27,13.683153828578792,34.40886413463154
2017-10-28,13.617328556363685,34.27871289679425
2017-10-29,14.565911700028959,35.295628890324906
2017-10-30,14.510713473341335,35.60371068190803
2017-10-31,15.310438233440044,35.38713794885097
2017-11-01,16.017946358124068,33.74607573465542
2017-11-02,16.75452023245145,33.25265623608801
2017-11-03,17.060472815400665,35.367702115401144
2017-11-04,17.46804052579605,34.761254683670664
2017-11-05,17.533037131165784,34.27466332350325
2017-11-06,16.62258537554709,34.578812050878724
2017-11-07,16.910455222843986,34.08909612893054
2017-11-08,17.65678124618289,35.75630580589256
2017-11-09,16.908562117833217,37.12306680152005
2017-11-10,15.664867248972708,34.62057526139243
2017-11-11,15.048179623651475,36.40544145964698
2017-11-12,14.083572120417024,35.62187197659756
2017-11-13,15.526045326891806,36.64087101131539
2017-11-14,15.706549075720805,39.06052812375913
